2025-12-10 20:18:48 | YEŞİL | VLD_TFPR_011 | V=0 | KM=1,379 | Tekrar=1 | Tren=0 | Hız=0,0
2025-12-10 22:02:47 | NORMAL | VLD_TFPR_012 | V=1.490 | KM=0,136 | Tekrar=94 | Tren=0 | Hız=0,0
2025-12-10 22:02:49 | NORMAL | VLD_TFPR_003 | V=1.516 | KM=12,081 | Tekrar=333 | Tren=0 | Hız=0,0
2025-12-10 22:02:49 | YEŞİL | VLD_TFPR_006 | V=1.691 | KM=8,234 | Tekrar=88 | Tren=0 | Hız=0,0
2025-12-10 22:02:49 | NORMAL | VLD_TFPR_010 | V=1.473 | KM=3,299 | Tekrar=296 | Tren=0 | Hız=0,0
2025-12-10 22:02:49 | NORMAL | VLD_TFPR_012 | V=1.490 | KM=0,136 | Tekrar=95 | Tren=0 | Hız=0,0
2025-12-10 22:02:52 | NORMAL | VLD_TFPR_008 | V=1.486 | KM=5,781 | Tekrar=203 | Tren=0 | Hız=0,0
2025-12-10 22:02:52 | NORMAL | VLD_TFPR_010 | V=1.474 | KM=3,299 | Tekrar=297 | Tren=0 | Hız=0,0
2025-12-10 22:02:52 | NORMAL | VLD_TFPR_011 | V=1.484 | KM=1,379 | Tekrar=201 | Tren=0 | Hız=0,0
2025-12-10 22:02:53 | NORMAL | VLD_TFPR_005 | V=1.516 | KM=9,070 | Tekrar=160 | Tren=0 | Hız=0,0
2025-12-10 22:02:53 | NORMAL | VLD_TFPR_009 | V=1.485 | KM=4,389 | Tekrar=297 | Tren=0 | Hız=0,0
2025-12-10 22:02:54 | NORMAL | VLD_TFPR_003 | V=1.521 | KM=12,081 | Tekrar=334 | Tren=0 | Hız=0,0
2025-12-10 22:02:55 | NORMAL | VLD_TFPR_005 | V=1.511 | KM=9,070 | Tekrar=161 | Tren=0 | Hız=0,0
2025-12-10 22:02:55 | NORMAL | VLD_TFPR_009 | V=1.483 | KM=4,389 | Tekrar=298 | Tren=0 | Hız=0,0
2025-12-10 22:02:57 | NORMAL | VLD_TFPR_002 | V=1.523 | KM=13,873 | Tekrar=249 | Tren=0 | Hız=0,0
2025-12-10 22:02:57 | NORMAL | VLD_TFPR_007 | V=1.490 | KM=7,102 | Tekrar=97 | Tren=0 | Hız=0,0
2025-12-10 22:02:57 | NORMAL | VLD_TFPR_009 | V=1.478 | KM=4,389 | Tekrar=299 | Tren=0 | Hız=0,0
2025-12-10 22:03:00 | NORMAL | VLD_TFPR_003 | V=1.525 | KM=12,081 | Tekrar=335 | Tren=0 | Hız=0,0
2025-12-10 22:03:00 | NORMAL | VLD_TFPR_004 | V=1.514 | KM=10,386 | Tekrar=277 | Tren=0 | Hız=0,0
2025-12-10 22:03:00 | NORMAL | VLD_TFPR_005 | V=1.524 | KM=9,070 | Tekrar=162 | Tren=0 | Hız=0,0
2025-12-10 22:03:02 | NORMAL | VLD_TFPR_003 | V=1.513 | KM=12,081 | Tekrar=336 | Tren=0 | Hız=0,0
2025-12-10 22:03:02 | NORMAL | VLD_TFPR_004 | V=1.520 | KM=10,386 | Tekrar=278 | Tren=0 | Hız=0,0
2025-12-10 22:03:02 | NORMAL | VLD_TFPR_009 | V=1.485 | KM=4,389 | Tekrar=300 | Tren=0 | Hız=0,0
2025-12-10 22:03:05 | NORMAL | VLD_TFPR_002 | V=1.522 | KM=13,873 | Tekrar=250 | Tren=0 | Hız=0,0
2025-12-10 22:03:05 | NORMAL | VLD_TFPR_008 | V=1.487 | KM=5,781 | Tekrar=204 | Tren=0 | Hız=0,0
2025-12-10 22:03:05 | NORMAL | VLD_TFPR_010 | V=1.479 | KM=3,299 | Tekrar=298 | Tren=0 | Hız=0,0
2025-12-10 22:03:07 | NORMAL | VLD_TFPR_010 | V=1.485 | KM=3,299 | Tekrar=299 | Tren=0 | Hız=0,0
2025-12-10 22:03:07 | NORMAL | VLD_TFPR_011 | V=1.488 | KM=1,379 | Tekrar=202 | Tren=0 | Hız=0,0
2025-12-10 22:03:08 | NORMAL | VLD_TFPR_002 | V=1.526 | KM=13,873 | Tekrar=251 | Tren=0 | Hız=0,0
2025-12-10 22:03:08 | NORMAL | VLD_TFPR_007 | V=1.486 | KM=7,102 | Tekrar=98 | Tren=0 | Hız=0,0
2025-12-10 22:03:08 | NORMAL | VLD_TFPR_008 | V=1.486 | KM=5,781 | Tekrar=205 | Tren=0 | Hız=0,0
2025-12-10 22:03:10 | NORMAL | VLD_TFPR_009 | V=1.485 | KM=4,389 | Tekrar=301 | Tren=0 | Hız=0,0
2025-12-10 22:03:11 | NORMAL | VLD_TFPR_004 | V=1.515 | KM=10,386 | Tekrar=279 | Tren=0 | Hız=0,0
2025-12-10 22:03:11 | NORMAL | VLD_TFPR_005 | V=1.517 | KM=9,070 | Tekrar=163 | Tren=0 | Hız=0,0
2025-12-10 22:03:11 | NORMAL | VLD_TFPR_007 | V=1.484 | KM=7,102 | Tekrar=99 | Tren=0 | Hız=0,0
2025-12-10 22:03:11 | NORMAL | VLD_TFPR_008 | V=1.487 | KM=5,781 | Tekrar=206 | Tren=0 | Hız=0,0
2025-12-10 22:03:13 | NORMAL | VLD_TFPR_003 | V=1.528 | KM=12,081 | Tekrar=337 | Tren=0 | Hız=0,0
2025-12-10 22:03:13 | NORMAL | VLD_TFPR_004 | V=1.515 | KM=10,386 | Tekrar=280 | Tren=0 | Hız=0,0
2025-12-10 22:03:13 | NORMAL | VLD_TFPR_010 | V=1.489 | KM=3,299 | Tekrar=300 | Tren=0 | Hız=0,0
2025-12-10 22:03:15 | NORMAL | VLD_TFPR_004 | V=1.511 | KM=10,386 | Tekrar=281 | Tren=0 | Hız=0,0
2025-12-10 22:03:15 | YEŞİL | VLD_TFPR_005 | V=1.321 | KM=9,070 | Tekrar=164 | Tren=0 | Hız=0,0
2025-12-10 22:03:15 | NORMAL | VLD_TFPR_009 | V=1.476 | KM=4,389 | Tekrar=302 | Tren=0 | Hız=0,0
2025-12-10 22:03:15 | NORMAL | VLD_TFPR_010 | V=1.490 | KM=3,299 | Tekrar=301 | Tren=0 | Hız=0,0
2025-12-10 22:03:17 | NORMAL | VLD_TFPR_003 | V=1.529 | KM=12,081 | Tekrar=338 | Tren=0 | Hız=0,0
2025-12-10 22:03:17 | NORMAL | VLD_TFPR_008 | V=1.488 | KM=5,781 | Tekrar=207 | Tren=0 | Hız=0,0
2025-12-10 22:03:17 | NORMAL | VLD_TFPR_009 | V=1.487 | KM=4,389 | Tekrar=303 | Tren=0 | Hız=0,0
2025-12-10 22:03:17 | NORMAL | VLD_TFPR_011 | V=1.480 | KM=1,379 | Tekrar=203 | Tren=0 | Hız=0,0
2025-12-10 22:03:17 | NORMAL | VLD_TFPR_012 | V=1.486 | KM=0,136 | Tekrar=96 | Tren=0 | Hız=0,0
2025-12-10 22:03:18 | NORMAL | VLD_TFPR_004 | V=1.523 | KM=10,386 | Tekrar=282 | Tren=0 | Hız=0,0
2025-12-10 22:03:19 | NORMAL | VLD_TFPR_005 | V=1.522 | KM=9,070 | Tekrar=165 | Tren=0 | Hız=0,0
2025-12-10 22:03:20 | NORMAL | VLD_TFPR_002 | V=1.526 | KM=13,873 | Tekrar=252 | Tren=0 | Hız=0,0
2025-12-10 22:03:20 | NORMAL | VLD_TFPR_003 | V=1.524 | KM=12,081 | Tekrar=339 | Tren=0 | Hız=0,0
2025-12-10 22:03:20 | NORMAL | VLD_TFPR_004 | V=1.529 | KM=10,386 | Tekrar=283 | Tren=0 | Hız=0,0
2025-12-10 22:03:20 | NORMAL | VLD_TFPR_009 | V=1.479 | KM=4,389 | Tekrar=304 | Tren=0 | Hız=0,0
2025-12-10 22:03:22 | NORMAL | VLD_TFPR_002 | V=1.517 | KM=13,873 | Tekrar=253 | Tren=0 | Hız=0,0
2025-12-10 22:03:22 | NORMAL | VLD_TFPR_003 | V=1.525 | KM=12,081 | Tekrar=340 | Tren=0 | Hız=0,0
2025-12-10 22:03:22 | NORMAL | VLD_TFPR_005 | V=1.511 | KM=9,070 | Tekrar=166 | Tren=0 | Hız=0,0
2025-12-10 22:03:22 | NORMAL | VLD_TFPR_007 | V=1.481 | KM=7,102 | Tekrar=100 | Tren=0 | Hız=0,0
2025-12-10 22:03:22 | NORMAL | VLD_TFPR_009 | V=1.482 | KM=4,389 | Tekrar=305 | Tren=0 | Hız=0,0
2025-12-10 22:03:22 | NORMAL | VLD_TFPR_011 | V=1.476 | KM=1,379 | Tekrar=204 | Tren=0 | Hız=0,0
2025-12-10 22:03:25 | NORMAL | VLD_TFPR_002 | V=1.524 | KM=13,873 | Tekrar=254 | Tren=0 | Hız=0,0
2025-12-10 22:03:25 | NORMAL | VLD_TFPR_003 | V=1.517 | KM=12,081 | Tekrar=341 | Tren=0 | Hız=0,0
2025-12-10 22:03:25 | NORMAL | VLD_TFPR_008 | V=1.484 | KM=5,781 | Tekrar=208 | Tren=0 | Hız=0,0
2025-12-10 22:03:25 | NORMAL | VLD_TFPR_009 | V=1.475 | KM=4,389 | Tekrar=306 | Tren=0 | Hız=0,0
2025-12-10 22:03:25 | NORMAL | VLD_TFPR_011 | V=1.485 | KM=1,379 | Tekrar=205 | Tren=0 | Hız=0,0
2025-12-10 22:03:28 | NORMAL | VLD_TFPR_003 | V=1.519 | KM=12,081 | Tekrar=342 | Tren=0 | Hız=0,0
2025-12-10 22:03:30 | NORMAL | VLD_TFPR_003 | V=1.522 | KM=12,081 | Tekrar=343 | Tren=0 | Hız=0,0
2025-12-10 22:03:31 | NORMAL | VLD_TFPR_012 | V=1.489 | KM=0,136 | Tekrar=97 | Tren=0 | Hız=0,0
2025-12-10 22:03:32 | NORMAL | VLD_TFPR_008 | V=1.489 | KM=5,781 | Tekrar=209 | Tren=0 | Hız=0,0
2025-12-10 22:03:32 | NORMAL | VLD_TFPR_010 | V=1.473 | KM=3,299 | Tekrar=302 | Tren=0 | Hız=0,0
2025-12-10 22:03:32 | NORMAL | VLD_TFPR_011 | V=1.478 | KM=1,379 | Tekrar=206 | Tren=0 | Hız=0,0
2025-12-10 22:03:36 | NORMAL | VLD_TFPR_003 | V=1.517 | KM=12,081 | Tekrar=344 | Tren=0 | Hız=0,0
2025-12-10 22:03:36 | NORMAL | VLD_TFPR_010 | V=1.488 | KM=3,299 | Tekrar=303 | Tren=0 | Hız=0,0
2025-12-10 22:03:37 | NORMAL | VLD_TFPR_004 | V=1.514 | KM=10,386 | Tekrar=284 | Tren=0 | Hız=0,0
2025-12-10 22:03:39 | NORMAL | VLD_TFPR_003 | V=1.528 | KM=12,081 | Tekrar=345 | Tren=0 | Hız=0,0
2025-12-10 22:03:40 | NORMAL | VLD_TFPR_009 | V=1.474 | KM=4,389 | Tekrar=307 | Tren=0 | Hız=0,0
2025-12-10 22:03:40 | NORMAL | VLD_TFPR_011 | V=1.485 | KM=1,379 | Tekrar=207 | Tren=0 | Hız=0,0
2025-12-10 22:03:45 | NORMAL | VLD_TFPR_008 | V=1.485 | KM=5,781 | Tekrar=210 | Tren=0 | Hız=0,0
2025-12-10 22:03:45 | NORMAL | VLD_TFPR_012 | V=1.485 | KM=0,136 | Tekrar=98 | Tren=0 | Hız=0,0
2025-12-10 22:03:46 | NORMAL | VLD_TFPR_001 | V=1.512 | KM=15,391 | Tekrar=140 | Tren=0 | Hız=0,0
2025-12-10 22:03:46 | NORMAL | VLD_TFPR_002 | V=1.524 | KM=13,873 | Tekrar=255 | Tren=0 | Hız=0,0
2025-12-10 22:03:46 | NORMAL | VLD_TFPR_009 | V=1.477 | KM=4,389 | Tekrar=308 | Tren=0 | Hız=0,0
2025-12-10 22:03:46 | NORMAL | VLD_TFPR_011 | V=1.486 | KM=1,379 | Tekrar=208 | Tren=0 | Hız=0,0
2025-12-10 22:03:47 | YEŞİL | VLD_TFPR_004 | V=1.724 | KM=10,386 | Tekrar=285 | Tren=0 | Hız=0,0
2025-12-10 22:03:48 | NORMAL | VLD_TFPR_003 | V=1.523 | KM=12,081 | Tekrar=346 | Tren=0 | Hız=0,0
2025-12-10 22:03:48 | NORMAL | VLD_TFPR_008 | V=1.475 | KM=5,781 | Tekrar=211 | Tren=0 | Hız=0,0
2025-12-10 22:03:48 | NORMAL | VLD_TFPR_010 | V=1.474 | KM=3,299 | Tekrar=304 | Tren=0 | Hız=0,0
2025-12-10 22:03:51 | NORMAL | VLD_TFPR_001 | V=1.513 | KM=15,391 | Tekrar=141 | Tren=0 | Hız=0,0
2025-12-10 22:03:53 | NORMAL | VLD_TFPR_001 | V=1.515 | KM=15,391 | Tekrar=142 | Tren=0 | Hız=0,0
2025-12-10 22:03:53 | NORMAL | VLD_TFPR_010 | V=1.485 | KM=3,299 | Tekrar=305 | Tren=0 | Hız=0,0
2025-12-10 22:03:53 | NORMAL | VLD_TFPR_011 | V=1.476 | KM=1,379 | Tekrar=209 | Tren=0 | Hız=0,0
2025-12-10 22:03:55 | NORMAL | VLD_TFPR_001 | V=1.513 | KM=15,391 | Tekrar=143 | Tren=0 | Hız=0,0
2025-12-10 22:03:55 | NORMAL | VLD_TFPR_008 | V=1.480 | KM=5,781 | Tekrar=212 | Tren=0 | Hız=0,0
2025-12-10 22:03:55 | NORMAL | VLD_TFPR_010 | V=1.488 | KM=3,299 | Tekrar=306 | Tren=0 | Hız=0,0
2025-12-10 22:03:57 | NORMAL | VLD_TFPR_002 | V=1.517 | KM=13,873 | Tekrar=256 | Tren=0 | Hız=0,0
2025-12-10 22:03:57 | NORMAL | VLD_TFPR_009 | V=1.489 | KM=4,389 | Tekrar=309 | Tren=0 | Hız=0,0
2025-12-10 22:03:57 | NORMAL | VLD_TFPR_010 | V=1.480 | KM=3,299 | Tekrar=307 | Tren=0 | Hız=0,0
2025-12-10 22:03:57 | NORMAL | VLD_TFPR_012 | V=1.482 | KM=0,136 | Tekrar=99 | Tren=0 | Hız=0,0
2025-12-10 22:03:59 | NORMAL | VLD_TFPR_002 | V=1.513 | KM=13,873 | Tekrar=257 | Tren=0 | Hız=0,0
2025-12-10 22:04:00 | YEŞİL | VLD_TFPR_012 | V=1.703 | KM=0,136 | Tekrar=100 | Tren=0 | Hız=0,0
2025-12-10 22:04:01 | NORMAL | VLD_TFPR_003 | V=1.515 | KM=12,081 | Tekrar=347 | Tren=0 | Hız=0,0
2025-12-10 22:04:01 | NORMAL | VLD_TFPR_010 | V=1.483 | KM=3,299 | Tekrar=308 | Tren=0 | Hız=0,0
2025-12-10 22:04:02 | YEŞİL | VLD_TFPR_002 | V=1.674 | KM=13,873 | Tekrar=258 | Tren=0 | Hız=0,0
2025-12-10 22:04:02 | NORMAL | VLD_TFPR_004 | V=1.529 | KM=10,386 | Tekrar=286 | Tren=0 | Hız=0,0
2025-12-10 22:04:02 | NORMAL | VLD_TFPR_009 | V=1.488 | KM=4,389 | Tekrar=310 | Tren=0 | Hız=0,0
2025-12-10 22:04:04 | NORMAL | VLD_TFPR_001 | V=1.512 | KM=15,391 | Tekrar=144 | Tren=0 | Hız=0,0
2025-12-10 22:04:04 | NORMAL | VLD_TFPR_003 | V=1.518 | KM=12,081 | Tekrar=348 | Tren=0 | Hız=0,0
2025-12-10 22:04:04 | NORMAL | VLD_TFPR_006 | V=1.510 | KM=8,234 | Tekrar=89 | Tren=0 | Hız=0,0
2025-12-10 22:04:04 | NORMAL | VLD_TFPR_008 | V=1.477 | KM=5,781 | Tekrar=213 | Tren=0 | Hız=0,0
2025-12-10 22:04:04 | NORMAL | VLD_TFPR_009 | V=1.484 | KM=4,389 | Tekrar=311 | Tren=0 | Hız=0,0
2025-12-10 22:04:06 | NORMAL | VLD_TFPR_004 | V=1.529 | KM=10,386 | Tekrar=287 | Tren=0 | Hız=0,0
2025-12-10 22:04:06 | NORMAL | VLD_TFPR_005 | V=1.512 | KM=9,070 | Tekrar=167 | Tren=0 | Hız=0,0
2025-12-10 22:04:09 | NORMAL | VLD_TFPR_003 | V=1.527 | KM=12,081 | Tekrar=349 | Tren=0 | Hız=0,0
2025-12-10 22:04:11 | NORMAL | VLD_TFPR_005 | V=1.522 | KM=9,070 | Tekrar=168 | Tren=0 | Hız=0,0
2025-12-10 22:04:12 | NORMAL | VLD_TFPR_002 | V=1.511 | KM=13,873 | Tekrar=259 | Tren=0 | Hız=0,0
2025-12-10 22:04:12 | NORMAL | VLD_TFPR_003 | V=1.511 | KM=12,081 | Tekrar=350 | Tren=0 | Hız=0,0
2025-12-10 22:04:12 | NORMAL | VLD_TFPR_004 | V=1.522 | KM=10,386 | Tekrar=288 | Tren=0 | Hız=0,0
2025-12-10 22:04:12 | NORMAL | VLD_TFPR_007 | V=1.482 | KM=7,102 | Tekrar=101 | Tren=0 | Hız=0,0
2025-12-10 22:04:14 | NORMAL | VLD_TFPR_005 | V=1.520 | KM=9,070 | Tekrar=169 | Tren=0 | Hız=0,0
2025-12-10 22:04:15 | NORMAL | VLD_TFPR_003 | V=1.526 | KM=12,081 | Tekrar=351 | Tren=0 | Hız=0,0
2025-12-10 22:04:16 | YEŞİL | VLD_TFPR_008 | V=0 | KM=5,781 | Tekrar=214 | Tren=0 | Hız=0,0
2025-12-10 22:04:16 | NORMAL | VLD_TFPR_011 | V=1.478 | KM=1,379 | Tekrar=210 | Tren=0 | Hız=0,0
2025-12-10 22:04:17 | NORMAL | VLD_TFPR_004 | V=1.510 | KM=10,386 | Tekrar=289 | Tren=0 | Hız=0,0
2025-12-10 22:04:17 | NORMAL | VLD_TFPR_010 | V=1.485 | KM=3,299 | Tekrar=309 | Tren=0 | Hız=0,0
2025-12-10 22:04:19 | NORMAL | VLD_TFPR_009 | V=1.482 | KM=4,389 | Tekrar=312 | Tren=0 | Hız=0,0
2025-12-10 22:04:22 | NORMAL | VLD_TFPR_001 | V=1.515 | KM=15,391 | Tekrar=145 | Tren=0 | Hız=0,0
2025-12-10 22:04:22 | NORMAL | VLD_TFPR_002 | V=1.514 | KM=13,873 | Tekrar=260 | Tren=0 | Hız=0,0
2025-12-10 22:04:22 | NORMAL | VLD_TFPR_009 | V=1.480 | KM=4,389 | Tekrar=313 | Tren=0 | Hız=0,0
2025-12-10 22:04:24 | NORMAL | VLD_TFPR_009 | V=1.488 | KM=4,389 | Tekrar=314 | Tren=0 | Hız=0,0
2025-12-10 22:04:24 | NORMAL | VLD_TFPR_010 | V=1.490 | KM=3,299 | Tekrar=310 | Tren=0 | Hız=0,0
2025-12-10 22:04:26 | NORMAL | VLD_TFPR_002 | V=1.527 | KM=13,873 | Tekrar=261 | Tren=0 | Hız=0,0
2025-12-10 22:04:26 | NORMAL | VLD_TFPR_003 | V=1.519 | KM=12,081 | Tekrar=352 | Tren=0 | Hız=0,0
2025-12-10 22:04:28 | NORMAL | VLD_TFPR_004 | V=1.525 | KM=10,386 | Tekrar=290 | Tren=0 | Hız=0,0
2025-12-10 22:04:28 | NORMAL | VLD_TFPR_009 | V=1.489 | KM=4,389 | Tekrar=315 | Tren=0 | Hız=0,0
2025-12-10 22:04:28 | NORMAL | VLD_TFPR_010 | V=1.482 | KM=3,299 | Tekrar=311 | Tren=0 | Hız=0,0
2025-12-10 22:04:29 | NORMAL | VLD_TFPR_003 | V=1.522 | KM=12,081 | Tekrar=353 | Tren=0 | Hız=0,0
2025-12-10 22:04:31 | NORMAL | VLD_TFPR_004 | V=1.528 | KM=10,386 | Tekrar=291 | Tren=0 | Hız=0,0
2025-12-10 22:04:31 | NORMAL | VLD_TFPR_009 | V=1.483 | KM=4,389 | Tekrar=316 | Tren=0 | Hız=0,0
2025-12-10 22:04:31 | NORMAL | VLD_TFPR_011 | V=1.478 | KM=1,379 | Tekrar=211 | Tren=0 | Hız=0,0
2025-12-10 22:04:32 | NORMAL | VLD_TFPR_002 | V=1.512 | KM=13,873 | Tekrar=262 | Tren=0 | Hız=0,0
2025-12-10 22:04:32 | NORMAL | VLD_TFPR_008 | V=1.486 | KM=5,781 | Tekrar=215 | Tren=0 | Hız=0,0
2025-12-10 22:04:34 | NORMAL | VLD_TFPR_004 | V=1.529 | KM=10,386 | Tekrar=292 | Tren=0 | Hız=0,0
2025-12-10 22:04:34 | NORMAL | VLD_TFPR_006 | V=1.510 | KM=8,234 | Tekrar=90 | Tren=0 | Hız=0,0
2025-12-10 22:04:34 | NORMAL | VLD_TFPR_009 | V=1.480 | KM=4,389 | Tekrar=317 | Tren=0 | Hız=0,0
2025-12-10 22:04:36 | NORMAL | VLD_TFPR_003 | V=1.511 | KM=12,081 | Tekrar=354 | Tren=0 | Hız=0,0
2025-12-10 22:04:36 | NORMAL | VLD_TFPR_004 | V=1.524 | KM=10,386 | Tekrar=293 | Tren=0 | Hız=0,0
2025-12-10 22:04:36 | NORMAL | VLD_TFPR_009 | V=1.476 | KM=4,389 | Tekrar=318 | Tren=0 | Hız=0,0
2025-12-10 22:04:36 | NORMAL | VLD_TFPR_012 | V=1.485 | KM=0,136 | Tekrar=101 | Tren=0 | Hız=0,0
2025-12-10 22:04:37 | YEŞİL | VLD_TFPR_007 | V=0 | KM=7,102 | Tekrar=102 | Tren=0 | Hız=0,0
2025-12-10 22:04:39 | NORMAL | VLD_TFPR_002 | V=1.513 | KM=13,873 | Tekrar=263 | Tren=0 | Hız=0,0
2025-12-10 22:04:39 | NORMAL | VLD_TFPR_003 | V=1.526 | KM=12,081 | Tekrar=355 | Tren=0 | Hız=0,0
2025-12-10 22:04:39 | NORMAL | VLD_TFPR_008 | V=1.484 | KM=5,781 | Tekrar=216 | Tren=0 | Hız=0,0
2025-12-10 22:04:39 | NORMAL | VLD_TFPR_012 | V=1.488 | KM=0,136 | Tekrar=102 | Tren=0 | Hız=0,0
2025-12-10 22:04:41 | NORMAL | VLD_TFPR_012 | V=1.490 | KM=0,136 | Tekrar=103 | Tren=0 | Hız=0,0
2025-12-10 22:04:43 | NORMAL | VLD_TFPR_002 | V=1.522 | KM=13,873 | Tekrar=264 | Tren=0 | Hız=0,0
2025-12-10 22:04:44 | NORMAL | VLD_TFPR_001 | V=1.512 | KM=15,391 | Tekrar=146 | Tren=0 | Hız=0,0
2025-12-10 22:04:46 | NORMAL | VLD_TFPR_001 | V=1.521 | KM=15,391 | Tekrar=147 | Tren=0 | Hız=0,0
2025-12-10 22:04:46 | NORMAL | VLD_TFPR_002 | V=1.515 | KM=13,873 | Tekrar=265 | Tren=0 | Hız=0,0
2025-12-10 22:04:46 | NORMAL | VLD_TFPR_009 | V=1.474 | KM=4,389 | Tekrar=319 | Tren=0 | Hız=0,0
2025-12-10 22:04:47 | YEŞİL | VLD_TFPR_007 | V=0 | KM=7,102 | Tekrar=103 | Tren=0 | Hız=0,0
2025-12-10 22:04:49 | NORMAL | VLD_TFPR_008 | V=1.479 | KM=5,781 | Tekrar=217 | Tren=0 | Hız=0,0
2025-12-10 22:04:50 | NORMAL | VLD_TFPR_002 | V=1.511 | KM=13,873 | Tekrar=266 | Tren=0 | Hız=0,0
2025-12-10 22:04:50 | NORMAL | VLD_TFPR_004 | V=1.510 | KM=10,386 | Tekrar=294 | Tren=0 | Hız=0,0
2025-12-10 22:04:50 | NORMAL | VLD_TFPR_012 | V=1.489 | KM=0,136 | Tekrar=104 | Tren=0 | Hız=0,0
2025-12-10 22:04:51 | NORMAL | VLD_TFPR_003 | V=1.514 | KM=12,081 | Tekrar=356 | Tren=0 | Hız=0,0
2025-12-10 22:04:51 | NORMAL | VLD_TFPR_005 | V=1.512 | KM=9,070 | Tekrar=170 | Tren=0 | Hız=0,0
2025-12-10 22:04:53 | NORMAL | VLD_TFPR_004 | V=1.511 | KM=10,386 | Tekrar=295 | Tren=0 | Hız=0,0
2025-12-10 22:04:54 | NORMAL | VLD_TFPR_001 | V=1.522 | KM=15,391 | Tekrar=148 | Tren=0 | Hız=0,0
2025-12-10 22:04:54 | NORMAL | VLD_TFPR_002 | V=1.519 | KM=13,873 | Tekrar=267 | Tren=0 | Hız=0,0
2025-12-10 22:04:54 | NORMAL | VLD_TFPR_003 | V=1.515 | KM=12,081 | Tekrar=357 | Tren=0 | Hız=0,0
2025-12-10 22:04:54 | NORMAL | VLD_TFPR_010 | V=1.478 | KM=3,299 | Tekrar=312 | Tren=0 | Hız=0,0
2025-12-10 22:04:56 | NORMAL | VLD_TFPR_004 | V=1.524 | KM=10,386 | Tekrar=296 | Tren=0 | Hız=0,0
2025-12-10 22:04:56 | NORMAL | VLD_TFPR_007 | V=1.486 | KM=7,102 | Tekrar=104 | Tren=0 | Hız=0,0
2025-12-10 22:04:56 | NORMAL | VLD_TFPR_009 | V=1.480 | KM=4,389 | Tekrar=320 | Tren=0 | Hız=0,0
2025-12-10 22:04:58 | NORMAL | VLD_TFPR_002 | V=1.511 | KM=13,873 | Tekrar=268 | Tren=0 | Hız=0,0
2025-12-10 22:04:58 | NORMAL | VLD_TFPR_004 | V=1.517 | KM=10,386 | Tekrar=297 | Tren=0 | Hız=0,0
2025-12-10 22:04:58 | NORMAL | VLD_TFPR_005 | V=1.515 | KM=9,070 | Tekrar=171 | Tren=0 | Hız=0,0
2025-12-10 22:04:58 | NORMAL | VLD_TFPR_010 | V=1.487 | KM=3,299 | Tekrar=313 | Tren=0 | Hız=0,0
2025-12-10 22:05:00 | YEŞİL | VLD_TFPR_008 | V=1.324 | KM=5,781 | Tekrar=218 | Tren=0 | Hız=0,0
2025-12-10 22:05:00 | NORMAL | VLD_TFPR_010 | V=1.490 | KM=3,299 | Tekrar=314 | Tren=0 | Hız=0,0
2025-12-10 22:05:01 | NORMAL | VLD_TFPR_002 | V=1.519 | KM=13,873 | Tekrar=269 | Tren=0 | Hız=0,0
2025-12-10 22:05:02 | NORMAL | VLD_TFPR_004 | V=1.516 | KM=10,386 | Tekrar=298 | Tren=0 | Hız=0,0
2025-12-10 22:05:02 | NORMAL | VLD_TFPR_009 | V=1.483 | KM=4,389 | Tekrar=321 | Tren=0 | Hız=0,0
2025-12-10 22:05:02 | NORMAL | VLD_TFPR_012 | V=1.483 | KM=0,136 | Tekrar=105 | Tren=0 | Hız=0,0
2025-12-10 22:05:03 | YEŞİL | VLD_TFPR_001 | V=1.674 | KM=15,391 | Tekrar=149 | Tren=0 | Hız=0,0
2025-12-10 22:05:03 | NORMAL | VLD_TFPR_003 | V=1.523 | KM=12,081 | Tekrar=358 | Tren=0 | Hız=0,0
2025-12-10 22:05:05 | NORMAL | VLD_TFPR_004 | V=1.512 | KM=10,386 | Tekrar=299 | Tren=0 | Hız=0,0
2025-12-10 22:05:05 | NORMAL | VLD_TFPR_008 | V=1.487 | KM=5,781 | Tekrar=219 | Tren=0 | Hız=0,0
2025-12-10 22:05:05 | NORMAL | VLD_TFPR_009 | V=1.478 | KM=4,389 | Tekrar=322 | Tren=0 | Hız=0,0
2025-12-10 22:05:05 | NORMAL | VLD_TFPR_010 | V=1.471 | KM=3,299 | Tekrar=315 | Tren=0 | Hız=0,0
2025-12-10 22:05:05 | YEŞİL | VLD_TFPR_011 | V=1.294 | KM=1,379 | Tekrar=212 | Tren=0 | Hız=0,0
2025-12-10 22:05:06 | NORMAL | VLD_TFPR_001 | V=1.513 | KM=15,391 | Tekrar=150 | Tren=0 | Hız=0,0
2025-12-10 22:05:08 | NORMAL | VLD_TFPR_002 | V=1.519 | KM=13,873 | Tekrar=270 | Tren=0 | Hız=0,0
2025-12-10 22:05:08 | NORMAL | VLD_TFPR_003 | V=1.515 | KM=12,081 | Tekrar=359 | Tren=0 | Hız=0,0
2025-12-10 22:05:08 | NORMAL | VLD_TFPR_008 | V=1.482 | KM=5,781 | Tekrar=220 | Tren=0 | Hız=0,0
2025-12-10 22:05:10 | NORMAL | VLD_TFPR_005 | V=1.515 | KM=9,070 | Tekrar=172 | Tren=0 | Hız=0,0
2025-12-10 22:05:12 | NORMAL | VLD_TFPR_004 | V=1.511 | KM=10,386 | Tekrar=300 | Tren=0 | Hız=0,0
